Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"singapore can emerge stronger from the covid-19 crisis, said prime minister lee hsien loong in his national broadcast on 7 june.",2020-06-08 06:47:07+00:00,🙏 Hopefully we are ready for phase 2 soon . I need my face to face lesson back 😭,8/6/20,15,Phases,16,1,-10.46487915,3,0,2,20.10232329,3,0,0
"Phase 3 begins today. Families will now have the chance to gather in a larger group of 8, and enjoy some meaningful time together.

But please remember: there are still rules in Phase 3. So comply with the measures and do not let your guard down. Around the world, some experts are already warning about a post-seasonal surge in cases, as people are ignoring the restrictions and flocking together for festive celebrations. We must not allow that to happen here.

I thank the majority of residents here who are doing their part. Unfortunately there are a few who continue to disregard the rules. Some book multiple tables in restaurants; others hold large parties in their homes. We will step up enforcement checks, and will take firm actions against these breaches, even for first-time offences - business outlets will be closed, individuals fined, and as highlighted before, those who are work-pass holders risk getting their passes revoked.

Let’s stay focused and get through the next few months safely, until we are able to get everyone in Singapore vaccinated.",2020-12-28 09:57:48+00:00,There are families having parties of 10 pax even way before phase 2 was over...,28/12/20,13,Phases,15,1,-11.039043,3,0,0,15.61388607,2,0,0
"Phase 3 begins today. Families will now have the chance to gather in a larger group of 8, and enjoy some meaningful time together.

But please remember: there are still rules in Phase 3. So comply with the measures and do not let your guard down. Around the world, some experts are already warning about a post-seasonal surge in cases, as people are ignoring the restrictions and flocking together for festive celebrations. We must not allow that to happen here.

I thank the majority of residents here who are doing their part. Unfortunately there are a few who continue to disregard the rules. Some book multiple tables in restaurants; others hold large parties in their homes. We will step up enforcement checks, and will take firm actions against these breaches, even for first-time offences - business outlets will be closed, individuals fined, and as highlighted before, those who are work-pass holders risk getting their passes revoked.

Let’s stay focused and get through the next few months safely, until we are able to get everyone in Singapore vaccinated.",2020-12-28 09:57:48+00:00,"Min Wong, why open phase 3 before New Year?",29/12/20,8,Phases,9,0,-12.88192602,0,0,0,15.61388607,2,0,0
"The usual year-end festive period is going to be very different this year - quieter, less colourful, and smaller get-togethers. But don’t let the pandemic get you down. Use this time to reconnect with family and friends, and to rediscover Singapore!",2020-12-07 05:46:13+00:00,"Sir, hopefully phase 3 coming soon!! And hope family gathering can up to 10 person please 🙏🙏",7/12/20,14,Phases,16,1,-11.44913458,4,0,0,15.71375991,2,0,0
"Pledging my support for the @purpleparade, which will be going online for the first time this year. Nothing rains on this parade, not even COVID-19 ;) 

Join me in recording the Purple Pledge to #SupportInclusion, and remember to catch the livestream concert on 31 Oct at 3pm on Facebook, to celebrate the abilities and talents of People with Disabilities!",2020-10-25 12:57:28+00:00,Mr Wong isn’t not safe to open phase 3?,25/10/20,9,Phases,9,0,-10.89906591,1,0,0,15.61388607,2,0,0
"It’s the second day of our Phase 2 re-opening, and the majority of businesses and individuals are cooperating with the measures to resume activities safely. But unfortunately a few have acted very irresponsibly. They will be taken to task. 
Last night, the authorities were alerted to large crowds gathering around the Outdoor Refreshment Areas (ORA) and on the road along Lor Mambong in Holland Village.  Based on their inspections, the crowds were largely gathering outside one restaurant, namely the British Indian Curry Hut. We will close the restaurant with immediate effect.
All ORAs along Lor Mambong will also be removed. So F&B outlets along this stretch will have to ensure that their customers dine only within their premises, and are not eating or drinking outside. 
Enforcement officers have also issued fines to several individuals in the vicinity last night for violating safe distancing rules. Investigations are ongoing for other possible breaches.
Our officers will continue their patrols islandwide, especially in popular nightspots, and will take immediate actions against any individuals or business flouting the safe distancing rules.",2020-06-20 10:35:36+00:00,"Pls consider banning alcohol at F&B, for the same reason why entertainment outlets are not allowed in phase 2.",20/6/20,19,Phases,20,1,-11.52028943,4,0,0,8.71096342,1,0,0
"It’s the second day of our Phase 2 re-opening, and the majority of businesses and individuals are cooperating with the measures to resume activities safely. But unfortunately a few have acted very irresponsibly. They will be taken to task. 
Last night, the authorities were alerted to large crowds gathering around the Outdoor Refreshment Areas (ORA) and on the road along Lor Mambong in Holland Village.  Based on their inspections, the crowds were largely gathering outside one restaurant, namely the British Indian Curry Hut. We will close the restaurant with immediate effect.
All ORAs along Lor Mambong will also be removed. So F&B outlets along this stretch will have to ensure that their customers dine only within their premises, and are not eating or drinking outside. 
Enforcement officers have also issued fines to several individuals in the vicinity last night for violating safe distancing rules. Investigations are ongoing for other possible breaches.
Our officers will continue their patrols islandwide, especially in popular nightspots, and will take immediate actions against any individuals or business flouting the safe distancing rules.",2020-06-20 10:35:36+00:00,"Yes, thanks to the enforcement team. As the the phase 2 reopening many have taken it too easily and carefree. In Chinatown kopitam many old folks gathering there please take notes. Please stay safe Singaporean the flight is not end yet!",21/6/20,40,Phases,41,2,-11.28660624,9,1,0,6.985262448,1,0,0
"Singapore will be entering Phase 2 of reopening after 18 June 2359. This means that from Friday onwards, almost all businesses will be able to re-open, be it retail, F&B dining-in or personalised consumer services. The key requirement is that individuals must maintain safe distancing of at least 1 m at all times, and if that’s not feasible (eg when dining at a table), then each group will be limited to a maximum of 5 persons. Sports, gyms, playgrounds, and other public facilities will open, as will similar facilities in condominiums and clubs. Small group gatherings of up to any 5 persons can also resume, and households may receive up to 5 visitors at any time. 
There are a small number of activities that will take more time to resume. These are activities where large numbers of people are likely to come into close contact, often in enclosed spaces and for prolonged periods of time. They include religious services and congregations; large-scale events and venues; and entertainment outlets like bars, clubs and karaoke outlets. We will continue to work with these organisations and business owners on the safe management measures that are needed before they can open.
Phase 2 is a significant step forward in our reopening process. But please do not treat this as a signal to relax and let our guard down. 
Businesses must take the rules seriously. Do not rush to open if you are not ready, because you will be putting your own customers and employees at risk. All of us must continue to exercise individual and social responsibility. There’s no need to rush to go out this weekend. We should continue to limit our close contacts, even if we can now meet in groups. As customers, we should also be discerning about the establishments we patronise, and insist on high safety standards everywhere we go.

Let’s continue to work together on this collective journey to achieve a Covid-safe Singapore!",2020-06-15 14:03:21+00:00,Thank you sir Lawrence for all the hard work you and your team had put to keep us safe....and bug thank you for initiating phase 2.,15/6/20,26,Phases,27,2,-10.79644441,5,1,3,11.62847188,2,0,0
"Singapore will be entering Phase 2 of reopening after 18 June 2359. This means that from Friday onwards, almost all businesses will be able to re-open, be it retail, F&B dining-in or personalised consumer services. The key requirement is that individuals must maintain safe distancing of at least 1 m at all times, and if that’s not feasible (eg when dining at a table), then each group will be limited to a maximum of 5 persons. Sports, gyms, playgrounds, and other public facilities will open, as will similar facilities in condominiums and clubs. Small group gatherings of up to any 5 persons can also resume, and households may receive up to 5 visitors at any time. 
There are a small number of activities that will take more time to resume. These are activities where large numbers of people are likely to come into close contact, often in enclosed spaces and for prolonged periods of time. They include religious services and congregations; large-scale events and venues; and entertainment outlets like bars, clubs and karaoke outlets. We will continue to work with these organisations and business owners on the safe management measures that are needed before they can open.
Phase 2 is a significant step forward in our reopening process. But please do not treat this as a signal to relax and let our guard down. 
Businesses must take the rules seriously. Do not rush to open if you are not ready, because you will be putting your own customers and employees at risk. All of us must continue to exercise individual and social responsibility. There’s no need to rush to go out this weekend. We should continue to limit our close contacts, even if we can now meet in groups. As customers, we should also be discerning about the establishments we patronise, and insist on high safety standards everywhere we go.

Let’s continue to work together on this collective journey to achieve a Covid-safe Singapore!",2020-06-15 14:03:21+00:00,we are going into phase 2 339 years later lol,16/6/20,8,Phases,10,0,-11.87884973,3,0,0,42.20380556,4,0,0
"As we approach the end of the circuit breaker, we are now preparing for the next phase and considering what activities can resume in a safe manner.  We will do so in a very careful and calibrated manner. It won’t simply be a return to life before the circuit breaker. 
For example, in the construction sector, we will only re-start with a few projects and insist on very tight end-to-end safeguards for these projects. The safeguards include requiring all the workers involved in a project to be housed together (instead of being at multiple dormitories); safe distancing measures at the work sites; and periodic testing of the workers (at 2 week intervals). We expect only about 5% of the construction workforce to work on these projects, and will scale up over time as the industry gains confidence and experience with the measures. 
We will apply this same calibrated approach in how we resume normal activities, be it at work, schools, or in our social settings. In other words, don’t expect 100% resumption of activities after 1 June. On the contrary, be fully prepared that many of the current restrictions and measures we have today will continue for some time, so as to keep our family members and loved ones safe. 
A controlled and phased exit from the circuit breaker will require patience and discipline from all of us. We must all do our part to control the spread of the virus and ensure that it does not flare up again.",2020-05-17 09:51:42+00:00,"Dear Lawrence Wong, don’t say patience when you do not know what livelihood you are destroying. You are simply extending the CB for many of our businesses while you allow others to open based on some contact logic. In the first place if the government had given quarantine for those coming back instead of just SHN or deal with overcrowding dorms and not let those people running dorms get away with it! Now you make us pay the price and announce like the 75% help us a lot!? I don’t mind eating basic meals and not even spending any money but if you destroy my kids future and my hard work for them, I get very angry. What right do you have destroying people’s livelihoods? It’s not just me that is angry but virtually all my close to 100 workers and many many of my colleagues and friends affected. You want to put spa in phase 2 or 3 and let us bleed indefinitely when the local numbers is down to 1-2 a day but allow pet grooming and hair salon to open??? What’s the logic in there? What rights do you have to destroy people’s livelihoods?",19/5/20,198,Phases,197,4,-10.67869738,41,16,13,1.153154411,0,0,1
